Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates
764.2254988,32,44,18,0,1,0,0,0,CHO,[M+Cl]-,729.2560975,0.030034838,-1
764.2490288,35,44,18,0,1,0,0,0,CHO,[M-H]-,765.2563053,-0.242821521,-1
764.2853526,0,0,0,0,0,0,0,0,,,765.292629,0,-1
764.3217839,37,52,16,0,1,0,0,0,CHO,[M-H]-,765.3290604,-0.222003938,-1
764.3583234,38,56,15,0,1,0,0,0,CHO,[M-H]-,765.3655999,-0.423259841,-1
764.3653045,43,56,9,0,1,0,0,0,CHO,[M+Cl]-,729.3959032,-0.157684657,-1
764.3737181,0,0,0,0,0,0,0,0,,,765.3809946,0,-1
764.4075076,36,63,16,1,0,0,0,0,CHON,[M-H]-,765.414784,-0.129427014,-1
764.430837,40,64,13,0,1,0,0,0,CHO,[M-H]-,765.4381135,-0.086923076,-1
764.8733589,0,0,0,0,0,0,0,0,,,765.8806354,0,-1
765.1310279,0,0,0,0,0,0,0,0,,,766.1383043,0,-1
765.1570328,0,0,0,0,0,0,0,0,,,766.1643093,0,-1
765.1674078,37,34,18,0,0,0,0,0,CHO,[M-H]-,766.1746843,-0.221871035,-1
765.1801825,35,38,17,0,0,0,0,0,CHO,[M+Cl]-,730.2107812,0.162403822,-1
765.1884775,34,38,20,0,0,0,0,0,CHO,[M-H]-,766.195754,-0.143944733,-1
765.2013232,32,42,19,0,0,0,0,0,CHO,[M+Cl]-,730.2319219,0.146927633,-1
765.2068745,24,47,25,0,0,0,1,0,CHOP,[M-H]-,766.2141509,0.329732018,-1
765.2167031,36,42,16,0,0,0,0,0,CHO,[M+Cl]-,730.2473019,-0.022668346,-1
765.2200654,0,0,0,0,0,0,0,0,,,766.2273419,0,-1
765.2249127,35,42,19,0,0,0,0,0,CHO,[M-H]-,766.2321892,-0.208856383,-1
765.2380795,0,0,0,0,0,0,0,0,,,766.245356,0,-1
765.2434309,25,51,24,0,0,0,1,0,CHOP,[M-H]-,766.2507074,0.106626808,-1
765.2532624,37,46,15,0,0,0,0,0,CHO,[M+Cl]-,730.2838611,-0.26057808,-1
765.2612428,36,46,18,0,0,0,0,0,CHO,[M-H]-,766.2685192,-0.136473403,-1
765.2763259,40,46,15,0,0,0,0,0,CHO,[M-H]-,766.2836023,0.089365821,-1
765.2976453,37,50,17,0,0,0,0,0,CHO,[M-H]-,766.3049218,-0.158707009,-1
765.3108151,35,54,16,0,0,0,0,0,CHO,[M+Cl]-,730.3414138,-0.312369549,-1
765.3339795,38,54,16,0,0,0,0,0,CHO,[M-H]-,766.3412559,-0.091683369,-1
