"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C32H44O2","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.3226,-1.25,1.38,0.06,9,11,0.2812
"C29H48O4","lipid","aliphatic","aliphatic",0.1481,-1.3793,1.66,0.14,2,6,0.069
"C26H52O6","lipid","aliphatic","lipid",-0.087,-1.5385,2,0.23,-5,1,-0.1923
"C30H52O3","lipid","aliphatic","aliphatic",0.1228,-1.5333,1.73,0.1,2,5,0.0667
"C31H60O4","lipid","aliphatic","aliphatic",0,-1.6774,1.94,0.13,-2,2,-0.0645
"C18H23O13N1","tannin","unsaturated/lignin","unsaturated/lignin",0.0476,0.3333,1.28,0.72,-6,8,-0.3333
"C28H20O6N1P1","condensed_hydrocarbon","aromatic","aromatic",0.6522,-0.1786,0.71,0.21,12,20,0.4286
"C20H31O11N1","amino_sugar","aliphatic","aliphatic+N",-0.037,-0.3,1.55,0.55,-6,6,-0.3
"C24H31O8N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2632,-0.5,1.29,0.33,1,10,0.0417
"C21H35O10N1","protein","aliphatic","aliphatic+N",-0.0667,-0.5714,1.67,0.48,-6,5,-0.2857
"C22H39O9N1","protein","aliphatic","aliphatic+N",-0.0909,-0.8182,1.77,0.41,-6,4,-0.2727
"C35H10O2","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8824,-0.1714,0.29,0.06,29,31,0.8286
"C24H18O12","condensed_hydrocarbon","aromatic","aromatic",0.5556,0.25,0.75,0.5,4,16,0.1667
"C33H18O1S1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.746,-0.4242,0.55,0.03,23,25,0.697
"C33H22O3S1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6721,-0.4242,0.67,0.09,19,23,0.5758
"C22H26O13","lignin","unsaturated/lignin","unsaturated/lignin",0.2258,0,1.18,0.59,-3,10,-0.1364
"C34H26O2S1","condensed_hydrocarbon","aromatic","aromatic",0.625,-0.5882,0.76,0.06,19,22,0.5588
"C23H30O12","lignin","unsaturated/lignin","unsaturated/lignin",0.1765,-0.2609,1.3,0.52,-3,9,-0.1304
"C24H34O11","lignin","unsaturated/lignin","unsaturated/lignin",0.1351,-0.5,1.42,0.46,-3,8,-0.125
"C32H35O1S1P1","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.4576,-0.9688,1.09,0.03,13,16,0.4062
"C35H30O3","unsaturated_hydrocarbon","aromatic","aromatic",0.5821,-0.6857,0.86,0.09,18,21,0.5143
"C25H38O10","protein","aliphatic","aliphatic",0.1,-0.72,1.52,0.4,-3,7,-0.12
"C29H38O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-0.8276,1.31,0.24,4,11,0.1379
"C22H42O12","protein","aliphatic","aliphatic",-0.25,-0.8182,1.91,0.55,-10,2,-0.4545
"C26H42O9","protein","aliphatic","aliphatic",0.0698,-0.9231,1.62,0.35,-3,6,-0.1154
"C30H42O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2593,-1,1.4,0.2,4,10,0.1333
"C28H46O5","lipid","aliphatic","aliphatic",0.1373,-1.2857,1.64,0.18,1,6,0.0357
"C27H46O8","lipid","aliphatic","aliphatic",0.0435,-1.1111,1.7,0.3,-3,5,-0.1111
"C29H50O4","lipid","aliphatic","aliphatic",0.1111,-1.4483,1.72,0.14,1,5,0.0345
"C28H50O7","lipid","aliphatic","aliphatic",0.0204,-1.2857,1.79,0.25,-3,4,-0.1071
"C29H54O6","lipid","aliphatic","aliphatic",0,-1.4483,1.86,0.21,-3,3,-0.1034
"C30H58O5","lipid","aliphatic","aliphatic",-0.0182,-1.6,1.93,0.17,-3,2,-0.1
"C17H21O14N1","tannin","unsaturated/lignin","unsaturated/lignin",0,0.5882,1.24,0.82,-7,8,-0.4118
"C23H17O12N1","condensed_hydrocarbon","aromatic","aromatic",0.5625,0.4348,0.74,0.52,3,16,0.1304
"C25H21O8N1","lignin","aromatic","aromatic",0.55,-0.08,0.84,0.32,7,16,0.28
"C29H21O5N1","condensed_hydrocarbon","aromatic","aromatic",0.6471,-0.2759,0.72,0.17,14,20,0.4828
"C20H33O11N1","amino_sugar","aliphatic","aliphatic+N",-0.1111,-0.4,1.65,0.55,-7,5,-0.35
"C21H37O10N1","protein","aliphatic","aliphatic+N",-0.1333,-0.6667,1.76,0.48,-7,4,-0.3333
"C22H12O14","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.6667,0.7273,0.55,0.64,3,17,0.1364
"C20H20O13S1","tannin","unsaturated/lignin","unsaturated/lignin",0.28,0.4,1,0.65,-3,11,-0.15
"C34H12O5","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8413,-0.0588,0.35,0.15,24,29,0.7059
"C25H20O7S1","lignin","aromatic","aromatic",0.561,-0.16,0.8,0.28,8,16,0.32
"C32H16O4","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7667,-0.25,0.5,0.12,21,25,0.6562
"C17H24O15S1","tannin","unsaturated/lignin","unsaturated/lignin",-0.2941,0.4706,1.41,0.88,-10,6,-0.5882
"C36H16O1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8028,-0.3889,0.44,0.03,28,29,0.7778
"C25H24O11","lignin","unsaturated/lignin","unsaturated/lignin",0.4359,-0.08,0.96,0.44,3,14,0.12
"C22H28O13","lignin","unsaturated/lignin","unsaturated/lignin",0.1613,-0.0909,1.27,0.59,-4,9,-0.1818
"C26H28O10","lignin","unsaturated/lignin","unsaturated/lignin",0.381,-0.3077,1.08,0.38,3,13,0.1154
"C23H32O12","lignin","unsaturated/lignin","unsaturated/lignin",0.1176,-0.3478,1.39,0.52,-4,8,-0.1739
"C24H36O11","protein","aliphatic","aliphatic",0.0811,-0.5833,1.5,0.46,-4,7,-0.1667
"C28H36O8","lignin","unsaturated/lignin","unsaturated/lignin",0.2917,-0.7143,1.29,0.29,3,11,0.1071
"C25H40O10","protein","aliphatic","aliphatic",0.05,-0.8,1.6,0.4,-4,6,-0.16
"C29H40O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2549,-0.8966,1.38,0.24,3,10,0.1034
"C26H44O7S1","lipid","aliphatic","aliphatic",0.0233,-1.0769,1.69,0.27,-3,5,-0.1154
"C26H44O9","protein","aliphatic","aliphatic",0.0233,-1,1.69,0.35,-4,5,-0.1538
"C30H44O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-1.0667,1.47,0.2,3,9,0.1
"C27H48O8","lipid","aliphatic","aliphatic",0,-1.1852,1.78,0.3,-4,4,-0.1481
"C28H52O7","lipid","aliphatic","aliphatic",-0.0204,-1.3571,1.86,0.25,-4,3,-0.1429
"C29H56O6","lipid","aliphatic","aliphatic",-0.0385,-1.5172,1.93,0.21,-4,2,-0.1379
"C31H15O4N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7857,-0.129,0.48,0.13,20,25,0.6452
"C16H23O17N1","tannin","unsaturated/lignin","unsaturated/lignin",-0.5385,0.875,1.44,1.06,-12,6,-0.75
"C21H23O11N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3103,0.0952,1.1,0.52,-1,11,-0.0476
"C21H27O13N1","lignin","unsaturated/lignin","unsaturated/lignin",0.1111,0.0952,1.29,0.62,-5,9,-0.2381
"C20H35O11N1","amino_sugar","aliphatic","aliphatic+N",-0.1852,-0.5,1.75,0.55,-8,4,-0.4
"C31H18O5S1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7091,-0.1935,0.58,0.16,17,23,0.5484
"C24H22O12","lignin","unsaturated/lignin","unsaturated/lignin",0.4444,0.0833,0.92,0.5,2,14,0.0833
"C28H22O9","condensed_hydrocarbon","aromatic","aromatic",0.5745,-0.1429,0.79,0.32,9,18,0.3214
"C21H26O14","tannin","unsaturated/lignin","unsaturated/lignin",0.1429,0.0952,1.24,0.67,-5,9,-0.2381
"C25H26O11","lignin","unsaturated/lignin","unsaturated/lignin",0.3846,-0.16,1.04,0.44,2,13,0.08
"C36H22O3","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7101,-0.4444,0.61,0.08,23,26,0.6389
"C22H30O13","lignin","unsaturated/lignin","unsaturated/lignin",0.0968,-0.1818,1.36,0.59,-5,8,-0.2273
"C26H30O10","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.3846,1.15,0.38,2,12,0.0769
"C23H34O12","lignin","unsaturated/lignin","unsaturated/lignin",0.0588,-0.4348,1.48,0.52,-5,7,-0.2174
"C27H34O9","lignin","unsaturated/lignin","unsaturated/lignin",0.2889,-0.5926,1.26,0.33,2,11,0.0741
"C24H38O11","protein","aliphatic","aliphatic",0.027,-0.6667,1.58,0.46,-5,6,-0.2083
"C28H38O8","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-0.7857,1.36,0.29,2,10,0.0714
"C25H42O8S1","protein","aliphatic","aliphatic",0,-0.96,1.68,0.32,-4,5,-0.16
"C25H42O10","protein","aliphatic","aliphatic",0,-0.88,1.68,0.4,-5,5,-0.2
"C29H42O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2157,-0.9655,1.45,0.24,2,9,0.069
"C26H46O9","protein","aliphatic","aliphatic",-0.0233,-1.0769,1.77,0.35,-5,4,-0.1923
"C30H46O6","lipid","aliphatic","aliphatic",0.1852,-1.1333,1.53,0.2,2,8,0.0667
"C27H50O8","lipid","aliphatic","aliphatic",-0.0435,-1.2593,1.85,0.3,-5,3,-0.1852
"C31H50O5","lipid","aliphatic","aliphatic",0.1579,-1.2903,1.61,0.16,2,7,0.0645
"C29H54O4","lipid","aliphatic","aliphatic",0.037,-1.5862,1.86,0.14,-1,3,-0.0345
"C21H30O11N1P1","lignin","unsaturated/lignin","unsaturated/lignin",0.037,-0.2381,1.43,0.52,-5,8,-0.2381
"C21H12O15","condensed_hydrocarbon","aromatic","aromatic",0.6296,0.8571,0.57,0.71,1,16,0.0476
"C26H16O11","condensed_hydrocarbon","aromatic","aromatic",0.6585,0.2308,0.62,0.42,8,19,0.3077
"C28H20O7","condensed_hydrocarbon","aromatic","aromatic",0.6327,-0.2143,0.71,0.25,12,19,0.4286
"C25H24O7S1","lignin","unsaturated/lignin","unsaturated/lignin",0.4634,-0.32,0.96,0.28,6,14,0.24
"C24H24O12","lignin","unsaturated/lignin","unsaturated/lignin",0.3889,0,1,0.5,1,13,0.0417
"C32H24O4S1","condensed_hydrocarbon","aromatic","aromatic",0.6207,-0.4375,0.75,0.12,16,21,0.5
"C21H28O14","tannin","unsaturated/lignin","unsaturated/lignin",0.0714,0,1.33,0.67,-6,8,-0.2857
"C25H28O11","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.24,1.12,0.44,1,12,0.04
"C22H32O13","lignin","unsaturated/lignin","unsaturated/lignin",0.0323,-0.2727,1.45,0.59,-6,7,-0.2727
"C26H32O10","lignin","unsaturated/lignin","unsaturated/lignin",0.2857,-0.4615,1.23,0.38,1,11,0.0385
"C23H36O12","protein","aliphatic","aliphatic",0,-0.5217,1.57,0.52,-6,6,-0.2609
"C21H40O11","protein","aliphatic","aliphatic",-0.2258,-0.8571,1.9,0.52,-9,2,-0.4286
"C27H36O9","lignin","unsaturated/lignin","unsaturated/lignin",0.2444,-0.6667,1.33,0.33,1,10,0.037
"C24H40O9S1","protein","aliphatic","aliphatic",-0.027,-0.8333,1.67,0.38,-5,5,-0.2083
"C24H40O11","protein","aliphatic","aliphatic",-0.027,-0.75,1.67,0.46,-6,5,-0.25
"C28H40O8","lignin","unsaturated/lignin","unsaturated/lignin",0.2083,-0.8571,1.43,0.29,1,9,0.0357
"C25H44O8S1","protein","aliphatic","aliphatic",-0.05,-1.04,1.76,0.32,-5,4,-0.2
"C25H44O10","protein","aliphatic","aliphatic",-0.05,-0.96,1.76,0.4,-6,4,-0.24
"C30H44O4","lignin","unsaturated/lignin","unsaturated/lignin",0.25,-1.2,1.47,0.13,5,9,0.1667
"C29H44O7","lipid","aliphatic","aliphatic",0.1765,-1.0345,1.52,0.24,1,8,0.0345
"C26H48O9","protein","aliphatic","aliphatic",-0.0698,-1.1538,1.85,0.35,-6,3,-0.2308
"C30H48O6","lipid","aliphatic","aliphatic",0.1481,-1.2,1.6,0.2,1,7,0.0333
"C27H52O8","lipid","aliphatic","aliphatic",-0.087,-1.3333,1.93,0.3,-6,2,-0.2222
"C28H56O5S1","lipid","aliphatic","lipid",-0.102,-1.5714,2,0.18,-5,1,-0.1786
"C29H56O4","lipid","aliphatic","aliphatic",0,-1.6552,1.93,0.14,-2,2,-0.069
"C30H60O3","lipid","aliphatic","lipid",-0.0175,-1.8,2,0.1,-2,1,-0.0667
"C21H27O11N1","lignin","unsaturated/lignin","unsaturated/lignin",0.1724,-0.0952,1.29,0.52,-3,9,-0.1429
"C24H27O11N1","lignin","unsaturated/lignin","unsaturated/lignin",0.3143,-0.0833,1.12,0.46,0,12,0
"C22H31O10N1","lignin","unsaturated/lignin","unsaturated/lignin",0.125,-0.3636,1.41,0.45,-3,8,-0.1364
"C23H35O9N1","protein","aliphatic","aliphatic+N",0.0857,-0.6087,1.52,0.39,-3,7,-0.1304
"C21H14O15","condensed_hydrocarbon","aromatic","aromatic",0.5556,0.7619,0.67,0.71,0,15,0
"C22H18O14","lignin","unsaturated/lignin","unsaturated/lignin",0.4667,0.4545,0.82,0.64,0,14,0
"C23H22O13","lignin","unsaturated/lignin","unsaturated/lignin",0.3939,0.1739,0.96,0.57,0,13,0
"C24H26O12","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.0833,1.08,0.5,0,12,0
"C21H30O12S1","lignin","unsaturated/lignin","unsaturated/lignin",0,-0.1905,1.43,0.57,-6,7,-0.2857
"C21H30O14","tannin","unsaturated/lignin","unsaturated/lignin",0,-0.0952,1.43,0.67,-7,7,-0.3333
"C25H30O11","lignin","unsaturated/lignin","unsaturated/lignin",0.2821,-0.32,1.2,0.44,0,11,0
"C22H34O13","amino_sugar","aliphatic","aliphatic",-0.0323,-0.3636,1.55,0.59,-7,6,-0.3182
"C20H38O12","amino_sugar","aliphatic","aliphatic",-0.2857,-0.7,1.9,0.6,-10,2,-0.5
"C26H34O10","lignin","unsaturated/lignin","unsaturated/lignin",0.2381,-0.5385,1.31,0.38,0,10,0
"C23H38O10S1","protein","aliphatic","aliphatic",-0.0588,-0.6957,1.65,0.43,-6,5,-0.2609
"C23H38O12","protein","aliphatic","aliphatic",-0.0588,-0.6087,1.65,0.52,-7,5,-0.3043
"C34H34O4","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.5,-0.7647,1,0.12,14,18,0.4118
"C27H38O9","lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.7407,1.41,0.33,0,9,0
"C24H42O9S1","protein","aliphatic","aliphatic",-0.0811,-0.9167,1.75,0.38,-6,4,-0.25
"C24H42O11","protein","aliphatic","aliphatic",-0.0811,-0.8333,1.75,0.46,-7,4,-0.2917
"C28H42O8","lipid","aliphatic","aliphatic",0.1667,-0.9286,1.5,0.29,0,8,0
"C25H46O10","protein","aliphatic","aliphatic",-0.1,-1.04,1.84,0.4,-7,3,-0.28
"C30H46O4","lipid","aliphatic","aliphatic",0.2143,-1.2667,1.53,0.13,4,8,0.1333
"C29H46O7","lipid","aliphatic","aliphatic",0.1373,-1.1034,1.59,0.24,0,7,0
"C26H50O9","protein","aliphatic","aliphatic",-0.1163,-1.2308,1.92,0.35,-7,2,-0.2692
"C28H58O5S1","lipid","aliphatic","lipid",-0.1429,-1.6429,2.07,0.18,-6,0,-0.2143
"C29H58O4","lipid","aliphatic","lipid",-0.037,-1.7241,2,0.14,-3,1,-0.1034
"C26H21O10N1","lignin","aromatic","aromatic",0.55,0.0769,0.81,0.38,6,17,0.2308
"C24H29O11N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2571,-0.1667,1.21,0.46,-1,11,-0.0417
"C23H37O9N1","protein","aliphatic","aliphatic+N",0.0286,-0.6957,1.61,0.39,-4,6,-0.1739
"C27H41O8N1","lipid","aliphatic","aliphatic+N",0.1364,-0.8148,1.52,0.3,-1,8,-0.037
"C25H16O12","condensed_hydrocarbon","aromatic","aromatic",0.6316,0.32,0.64,0.48,6,18,0.24
"C27H20O6S1","condensed_hydrocarbon","aromatic","aromatic",0.6087,-0.2222,0.74,0.22,11,18,0.4074
"C23H20O11","lignin","unsaturated/lignin","unsaturated/lignin",0.4857,0.087,0.87,0.48,3,14,0.1304
"C22H20O14","lignin","unsaturated/lignin","unsaturated/lignin",0.4,0.3636,0.91,0.64,-1,13,-0.0455
"C19H24O14S1","tannin","unsaturated/lignin","unsaturated/lignin",0,0.3158,1.26,0.74,-7,8,-0.3684
"C23H24O13","lignin","unsaturated/lignin","unsaturated/lignin",0.3333,0.087,1.04,0.57,-1,12,-0.0435
"C28H24O7","lignin","aromatic","aromatic",0.551,-0.3571,0.86,0.25,10,17,0.3571
"C20H28O15","tannin","unsaturated/lignin","unsaturated/lignin",-0.04,0.1,1.4,0.75,-8,7,-0.4
"C24H28O12","lignin","unsaturated/lignin","unsaturated/lignin",0.2778,-0.1667,1.17,0.5,-1,11,-0.0417
"C32H28O4S1","lignin","aromatic","aromatic",0.5517,-0.5625,0.88,0.12,14,19,0.4375
"C28H28O9","lignin","unsaturated/lignin","unsaturated/lignin",0.4468,-0.3571,1,0.32,6,15,0.2143
"C21H32O14","amino_sugar","aliphatic","aliphatic",-0.0714,-0.1905,1.52,0.67,-8,6,-0.381
"C25H32O11","lignin","unsaturated/lignin","unsaturated/lignin",0.2308,-0.4,1.28,0.44,-1,10,-0.04
"C22H36O13","amino_sugar","aliphatic","aliphatic",-0.0968,-0.4545,1.64,0.59,-8,5,-0.3636
"C26H36O10","lignin","unsaturated/lignin","unsaturated/lignin",0.1905,-0.6154,1.38,0.38,-1,9,-0.0385
"C23H40O10S1","protein","aliphatic","aliphatic",-0.1176,-0.7826,1.74,0.43,-7,4,-0.3043
"C23H40O12","protein","aliphatic","aliphatic",-0.1176,-0.6957,1.74,0.52,-8,4,-0.3478
"C27H40O9","lignin","unsaturated/lignin","unsaturated/lignin",0.1556,-0.8148,1.48,0.33,-1,8,-0.037
"C24H44O11","protein","aliphatic","aliphatic",-0.1351,-0.9167,1.83,0.46,-8,3,-0.3333
"C29H44O5","lipid","aliphatic","aliphatic",0.2075,-1.1724,1.52,0.17,3,8,0.1034
"C28H44O8","lipid","aliphatic","aliphatic",0.125,-1,1.57,0.29,-1,7,-0.0357
"C29H48O7","lipid","aliphatic","aliphatic",0.098,-1.1724,1.66,0.24,-1,6,-0.0345
"C26H53O7P1","lipid","aliphatic","lipid",-0.1628,-1.5,2.04,0.27,-7,1,-0.2692
"C21H31O11N1","lignin","unsaturated/lignin","unsaturated/lignin",0.0345,-0.2857,1.48,0.52,-5,7,-0.2381
"C22H35O10N1","protein","aliphatic","aliphatic+N",0,-0.5455,1.59,0.45,-5,6,-0.2273
"C25H35O10N1","lignin","unsaturated/lignin","unsaturated/lignin",0.1579,-0.48,1.4,0.4,-2,9,-0.08
"C23H39O9N1","protein","aliphatic","aliphatic+N",-0.0286,-0.7826,1.7,0.39,-5,5,-0.2174
"C25H51O9N1","protein","aliphatic","lipid",-0.2308,-1.2,2.04,0.36,-9,1,-0.36
"C15H10O18S1","other","unsaturated/lignin","unsaturated/lignin",0.2,1.8667,0.67,1.2,-8,11,-0.5333
"C20H14O14S1","condensed_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.5,0.8,0.7,0.7,-1,14,-0.05
"C24H14O13","condensed_hydrocarbon","aromatic","aromatic",0.6571,0.5,0.58,0.54,5,18,0.2083
"C25H18O12","condensed_hydrocarbon","aromatic","aromatic",0.5789,0.24,0.72,0.48,5,17,0.2
"C18H22O17","tannin","unsaturated/lignin","unsaturated/lignin",-0.0526,0.6667,1.22,0.94,-9,8,-0.5
"C26H22O11","lignin","aromatic","aromatic",0.5122,0,0.85,0.42,5,16,0.1923
"C23H26O13","lignin","unsaturated/lignin","unsaturated/lignin",0.2727,0,1.13,0.57,-2,11,-0.087
"C35H26O2S1","condensed_hydrocarbon","aromatic","aromatic",0.6364,-0.5714,0.74,0.06,20,23,0.5714
"C24H30O12","lignin","unsaturated/lignin","unsaturated/lignin",0.2222,-0.25,1.25,0.5,-2,10,-0.0833
"C21H34O14","amino_sugar","aliphatic","aliphatic",-0.1429,-0.2857,1.62,0.67,-9,5,-0.4286
"C25H34O11","lignin","unsaturated/lignin","unsaturated/lignin",0.1795,-0.48,1.36,0.44,-2,9,-0.08
"C22H38O13","amino_sugar","aliphatic","aliphatic",-0.1613,-0.5455,1.73,0.59,-9,4,-0.4091
"C27H38O7","lignin","unsaturated/lignin","unsaturated/lignin",0.234,-0.8889,1.41,0.26,2,9,0.0741
"C26H38O10","lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.6923,1.46,0.38,-2,8,-0.0769
"C23H42O12","protein","aliphatic","aliphatic",-0.1765,-0.7826,1.83,0.52,-9,3,-0.3913
"C28H42O6","lipid","aliphatic","aliphatic",0.2,-1.0714,1.5,0.21,2,8,0.0714
"C27H42O9","protein","aliphatic","aliphatic",0.1111,-0.8889,1.56,0.33,-2,7,-0.0741
"C24H46O11","protein","aliphatic","aliphatic",-0.1892,-1,1.92,0.46,-9,2,-0.375
"C28H46O8","lipid","aliphatic","aliphatic",0.0833,-1.0714,1.64,0.29,-2,6,-0.0714
"C27H54O6","lipid","aliphatic","lipid",-0.0833,-1.5556,2,0.22,-5,1,-0.1852
"C18H25O16N1","tannin","unsaturated/lignin","unsaturated/lignin",-0.2222,0.5556,1.39,0.89,-10,7,-0.5556
"C24H29O9N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2973,-0.3333,1.21,0.38,1,11,0.0417
"C21H33O11N1","protein","aliphatic","aliphatic+N",-0.0345,-0.381,1.57,0.52,-6,6,-0.2857
"C22H37O10N1","protein","aliphatic","aliphatic+N",-0.0625,-0.6364,1.68,0.45,-6,5,-0.2727
"C23H41O9N1","protein","aliphatic","aliphatic+N",-0.0857,-0.8696,1.78,0.39,-6,4,-0.2609
"C20H16O16","tannin","unsaturated/lignin","unsaturated/lignin",0.4167,0.8,0.8,0.8,-3,13,-0.15
"C22H20O12","lignin","unsaturated/lignin","unsaturated/lignin",0.4375,0.1818,0.91,0.55,1,13,0.0455
"C25H20O12","lignin","aromatic","aromatic",0.5263,0.16,0.8,0.48,4,16,0.16
"C37H16O1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.8082,-0.3784,0.43,0.03,29,30,0.7838
"C26H24O11","lignin","unsaturated/lignin","unsaturated/lignin",0.4634,-0.0769,0.92,0.42,4,15,0.1538
"C34H24O3S1","condensed_hydrocarbon","aromatic","aromatic",0.6508,-0.4706,0.71,0.09,19,23,0.5588
"C23H28O13","lignin","unsaturated/lignin","unsaturated/lignin",0.2121,-0.087,1.22,0.57,-3,10,-0.1304
"C27H28O10","lignin","unsaturated/lignin","unsaturated/lignin",0.4091,-0.2963,1.04,0.37,4,14,0.1481
"C24H32O12","lignin","unsaturated/lignin","unsaturated/lignin",0.1667,-0.3333,1.33,0.5,-3,9,-0.125
"C28H32O9","lignin","unsaturated/lignin","unsaturated/lignin",0.3617,-0.5,1.14,0.32,4,13,0.1429
"C25H36O11","lignin","unsaturated/lignin","unsaturated/lignin",0.1282,-0.56,1.44,0.44,-3,8,-0.12
"C29H36O8","lignin","unsaturated/lignin","unsaturated/lignin",0.32,-0.6897,1.24,0.28,4,12,0.1379
"C22H40O13","amino_sugar","aliphatic","aliphatic",-0.2258,-0.6364,1.82,0.59,-10,3,-0.4545
"C26H40O10","protein","aliphatic","aliphatic",0.0952,-0.7692,1.54,0.38,-3,7,-0.1154
"C30H40O7","lignin","unsaturated/lignin","unsaturated/lignin",0.283,-0.8667,1.33,0.23,4,11,0.1333
"C27H44O7S1","lipid","aliphatic","aliphatic",0.0667,-1.037,1.63,0.26,-2,6,-0.0741
"C27H44O9","protein","aliphatic","aliphatic",0.0667,-0.963,1.63,0.33,-3,6,-0.1111
"C29H48O5","lipid","aliphatic","aliphatic",0.1321,-1.3103,1.66,0.17,1,6,0.0345
"C28H48O8","lipid","aliphatic","aliphatic",0.0417,-1.1429,1.71,0.29,-3,5,-0.1071
"C30H52O4","lipid","aliphatic","aliphatic",0.1071,-1.4667,1.73,0.13,1,5,0.0333
"C30H56O6","lipid","aliphatic","aliphatic",0,-1.4667,1.87,0.2,-3,3,-0.1
"C31H60O5","lipid","aliphatic","aliphatic",-0.0175,-1.6129,1.94,0.16,-3,2,-0.0968
"C28H15O7N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7447,0.0714,0.54,0.25,14,22,0.5
"C39H15O1N1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.84,-0.2564,0.38,0.03,31,33,0.7949
"C26H23O8N1","lignin","aromatic","aromatic",0.5238,-0.1538,0.88,0.31,7,16,0.2692
"C20H31O12N1","amino_sugar","aliphatic","aliphatic+N",-0.0769,-0.2,1.55,0.6,-7,6,-0.35
"C24H31O9N1","lignin","unsaturated/lignin","unsaturated/lignin",0.2432,-0.4167,1.29,0.38,0,10,0
"C21H35O11N1","protein","aliphatic","aliphatic+N",-0.1034,-0.4762,1.67,0.52,-7,5,-0.3333
"C31H31O6N1","lignin","unsaturated/lignin","unsaturated/lignin",0.4815,-0.5161,1,0.19,10,17,0.3226
"C22H39O10N1","protein","aliphatic","aliphatic+N",-0.125,-0.7273,1.77,0.45,-7,4,-0.3182
"C14H22O16S1","other","aliphatic","aliphatic",-1,0.8571,1.57,1.14,-13,4,-0.9286
"C20H18O16","tannin","unsaturated/lignin","unsaturated/lignin",0.3333,0.7,0.9,0.8,-4,12,-0.2
"C37H18O1","condensed_hydrocarbon","condensed aromatic","condensed aromatic",0.7808,-0.4324,0.49,0.03,28,29,0.7568
"C30H22O6","condensed_hydrocarbon","aromatic","aromatic",0.6296,-0.3333,0.73,0.2,14,20,0.4667
"C22H26O14","lignin","unsaturated/lignin","unsaturated/lignin",0.2,0.0909,1.18,0.64,-4,10,-0.1818
"C26H26O11","lignin","unsaturated/lignin","unsaturated/lignin",0.4146,-0.1538,1,0.42,3,14,0.1154
"C23H30O13","lignin","unsaturated/lignin","unsaturated/lignin",0.1515,-0.1739,1.3,0.57,-4,9,-0.1739
"C27H30O10","lignin","unsaturated/lignin","unsaturated/lignin",0.3636,-0.3704,1.11,0.37,3,13,0.1111
"C24H34O12","lignin","unsaturated/lignin","unsaturated/lignin",0.1111,-0.4167,1.42,0.5,-4,8,-0.1667
"C25H38O11","protein","aliphatic","aliphatic",0.0769,-0.64,1.52,0.44,-4,7,-0.16
"C29H38O8","lignin","unsaturated/lignin","unsaturated/lignin",0.28,-0.7586,1.31,0.28,3,11,0.1034
"C26H42O10","protein","aliphatic","aliphatic",0.0476,-0.8462,1.62,0.38,-4,6,-0.1538
"C30H42O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2453,-0.9333,1.4,0.23,3,10,0.1
"C27H46O7S1","lipid","aliphatic","aliphatic",0.0222,-1.1111,1.7,0.26,-3,5,-0.1111
"C27H46O9","protein","aliphatic","aliphatic",0.0222,-1.037,1.7,0.33,-4,5,-0.1481
"C35H46O3","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.3433,-1.1429,1.31,0.09,10,13,0.2857
"C28H50O8","lipid","aliphatic","aliphatic",0,-1.2143,1.79,0.29,-4,4,-0.1429
"C30H54O2S1","lipid","aliphatic","aliphatic",0.0714,-1.6,1.8,0.07,1,4,0.0333
